418,Database,NoSQLColumnStore,Database that stores data in columns instead of rows.,Intermediate
419,Database,NoSQLGraphStore,Database that uses graph nodes and edges for data.,Hard
420,Database,PolyglotPersistence,Using different databases for different data needs.,Hard
421,Android,TFLite,Lightweight framework for running AI models on mobile.,Hard
422,Android,Inference,The process of running a machine learning model on device.,Hard
423,Android,Interpreter,Engine that executes the TFLite model in Android.,Intermediate
424,Android,MetadataExtractor,Reads information about input/output from TFLite files.,Hard
425,Android,NeuralNetworkAPI,Android API for hardware-accelerated ML operations.,Hard
426,Database,BigData,Extremely large datasets that require specialized processing.,Basic
427,Database,Hadoop,Framework for distributed storage and processing of big data.,Intermediate
428,Database,Spark,Engine for large-scale data processing and analytics.,Hard
429,Database,DataScientist,Professional who analyzes and interprets complex data.,Basic
430,Database,ETL,Extract, Transform, and Load process for data warehousing.,Intermediate
431,SoftEng,Microservices,Decoupled services communicating over a network.,Hard
432,SoftEng,Serverless,Cloud computing where the provider manages server logic.,Intermediate
433,SoftEng,Docker,Platform for developing and running apps in containers.,Intermediate
434,SoftEng,Kubernetes,System for automating deployment and scaling of containers.,Hard
435,SoftEng,LoadBalancer,Distributes network traffic across multiple servers.,Basic
436,Android,WorkManagerPeriodic,Scheduling tasks that repeat at regular intervals.,Intermediate
437,Android,BatteryOptimization,System features that limit background app activity.,Basic
438,Android,DozeMode,Power-saving mode that reduces background processing.,Intermediate
439,Android,AppStandby,Puts apps into a low-power state if not used recently.,Basic
440,Android,WakeLock,Mechanism to keep the CPU running for critical tasks.,Hard
441,Database,ColumnarStorage,Storing data in columns to improve analytical queries.,Hard
442,Database,DataCompression,Reducing the physical size of data on disk.,Intermediate
443,Database,EncryptionAtRest,Protecting data while it is stored on a disk.,Hard
444,Database,EncryptionInTransit,Protecting data while it moves across a network.,Hard
445,Database,RoleBasedAccess,Granting permissions based on user roles.,Basic
446,SoftEng,AgileManifesto,Core values and principles of agile development.,Basic
447,SoftEng,ScrumCeremonies,Meetings like Sprint Planning and Retrospectives.,Intermediate
448,SoftEng,Velocity,A measure of the amount of work a team does in a sprint.,Basic
449,SoftEng,ProductOwner,Person responsible for the product backlog and vision.,Basic
450,SoftEng,Stakeholder,Anyone with an interest in the project outcome.,Basic
451,Android,SensorManager,API to access device sensors like accelerometer.,Intermediate
452,Android,LocationProvider,Determines the device's geographical location.,Basic
453,Android,Geofencing,Virtual perimeter for a real-world geographic area.,Hard
454,Android,BluetoothLE,Energy-efficient wireless communication for devices.,Hard
455,Android,NFC,Near Field Communication for short-range data exchange.,Intermediate
456,Database,Snapshot,A view of the database at a particular point in time.,Intermediate
457,Database,LogShipping,Automatically sending transaction logs to another server.,Hard
458,Database,Mirroring,Maintaining a redundant copy of a database.,Hard
459,Database,HighAvailability,System design to ensure continuous operation.,Intermediate
460,Database,DisasterRecovery,Plan to restore data after a catastrophic event.,Basic
461,SoftEng,BugLifeCycle,The stages a bug goes through from discovery to fix.,Basic
462,SoftEng,RegressionTesting,Re-testing to ensure old bugs haven't reappeared.,Intermediate
463,SoftEng,StressTesting,Evaluating system performance under extreme load.,Hard
464,SoftEng,AlphaTesting,Testing performed by developers within the company.,Basic
465,SoftEng,BetaTesting,Testing performed by real users in real environments.,Basic
466,Android,MaterialDesign3,The latest version of Google's design system.,Basic
467,Android,DynamicColor,UI colors that adapt to user wallpaper.,Intermediate
468,Android,JetpackCompose,Modern toolkit for building native Android UI.,Hard
469,Android,DeclarativeUI,Describing what the UI should look like for a state.,Intermediate
470,Android,Composable,A function that defines a UI component in Compose.,Basic
471,Database,DataSilo,Isolated collection of data not shared with others.,Basic
472,Database,DataLineage,Tracking data from its origin to its destination.,Hard
473,Database,DataDictionary,Centralized repository of information about data.,Intermediate
474,Database,DataCatalog,Inventory of data assets across an organization.,Basic
475,Database,DataProfiling,Analyzing data to understand its quality and structure.,Intermediate
476,SoftEng,Refactoring,Restructuring code without changing its behavior.,Basic
477,SoftEng,TechnicalDebt,The future cost of quick and dirty coding now.,Intermediate
478,SoftEng,CodeSmell,Surface indication of a deeper problem in code.,Basic
479,SoftEng,AntiPattern,A common but ineffective solution to a problem.,Intermediate
480,SoftEng,DesignPattern,Reusable solution to a commonly occurring problem.,Basic
481,Android,AppSandbox,Security mechanism isolating apps from each other.,Hard
482,Android,KeyStore,Secure system for storing cryptographic keys.,Hard
483,Android,PermissionReview,Users granting or denying app permissions at runtime.,Basic
484,Android,ScopedStorage,Restricting app access to device-wide storage.,Hard
485,Android,PrivacyDashboard,System settings showing which apps access data.,Basic
486,Database,GraphDatabase,Uses nodes and edges to represent and store data.,Hard
487,Database,TimeSeriesDB,Optimized for handling time-stamped information.,Intermediate
488,Database,VectorDatabase,Storing data as high-dimensional vectors for AI.,Hard
489,Database,InMemoryDB,Storing data in RAM for lightning-fast access.,Hard
490,Database,MultiModelDB,Supporting multiple data models in one system.,Hard
491,SoftEng,DevOps,Cultural shift to merge development and operations.,Basic
492,SoftEng,CI_CD,Continuous Integration and Continuous Deployment.,Intermediate
493,SoftEng,DockerContainer,Standard unit of software that packages code.,Intermediate
494,SoftEng,MicroserviceMesh,Network for managing microservices communication.,Hard
495,SoftEng,InfrastructureAsCode,Managing hardware through machine-readable files.,Hard
496,Android,ChatBotLogic,Algorithms used to process user queries in chat.,Intermediate
497,Android,NLP,Natural Language Processing for understanding text.,Hard
498,Android,Tokenization,Breaking down sentences into smaller words or tokens.,Hard
499,Android,PatternMatching,Finding specific sequences within the input data.,Basic
500,Android,AI_Study_Buddy,Your personalized academic assistant app.,Basic
501,Android,Rooting,The process of gaining administrative control over Android.,Hard
502,Android,Bootloader,Code that executes before any Operating System starts.,Hard
503,Android,CustomROM,Modified version of Android OS developed by community.,Intermediate
504,Android,Sideloading,Installing apps from sources other than Play Store.,Basic
505,Android,Obfuscation,Making code difficult for humans to understand/reverse.,Hard
506,Database,NoSQLScaling,Scaling out by adding more commodity servers to a cluster.,Intermediate
507,Database,ACID_Atomicity,Ensures that all parts of a transaction succeed or fail.,Hard
508,Database,ACID_Consistency,Ensures database remains in a valid state after change.,Hard
509,Database,ACID_Isolation,Ensures concurrent transactions don't interfere.,Hard
510,Database,ACID_Durability,Ensures committed data survives system failures.,Hard
511,SoftEng,CleanCode,Writing code that is easy to read and maintain.,Basic
512,SoftEng,DRY_Principle,Don't Repeat Yourself - avoiding code duplication.,Basic
513,SoftEng,KISS_Principle,Keep It Simple, Stupid - avoiding unnecessary complexity.,Basic
514,SoftEng,YAGNI,You Ain't Gonna Need It - only build what is required.,Intermediate
515,SoftEng,SOLID,Five design principles for understandable software.,Hard
516,Android,JetpackNavigation,Suite of libraries for consistent app navigation.,Intermediate
517,Android,DeepLink_AppLinks,Connecting website URLs directly to app content.,Hard
518,Android,SafeArgs,Plugin for passing data between fragments safely.,Intermediate
519,Android,NavController,Object that manages navigation within a NavHost.,Basic
520,Android,BackStackManager,Tracking the history of screens visited by user.,Intermediate
521,Database,DataWarehouse,System for reporting and data analysis for business.,Basic
522,Database,DataMart,Subset of data warehouse for specific business unit.,Intermediate
523,Database,ETL_Extract,Process of reading data from various source systems.,Basic
524,Database,ETL_Transform,Converting data into a format for destination system.,Intermediate
525,Database,ETL_Load,Writing processed data into the target database.,Basic
526,SoftEng,VersionControl_Git,Distributed system for tracking changes in code.,Basic
527,SoftEng,GitCommit,Recording changes to the local repository history.,Basic
528,SoftEng,GitPush,Sending local commits to a remote server repository.,Basic
529,SoftEng,GitPull,Fetching and merging changes from remote to local.,Basic
530,SoftEng,GitBranching,Creating a separate line of development in Git.,Intermediate
531,Android,PerformanceProfiling,Measuring app's CPU, Memory, and Network usage.,Hard
532,Android,MemoryLeak,Failure to release unused memory causing app lag.,Hard
533,Android,AnrError,Application Not Responding error due to blocked UI.,Hard
534,Android,ColdStart,App starting from scratch without existing process.,Intermediate
535,Android,WarmStart,App restarting while some states remain in memory.,Basic
536,Database,Indexing_BTree,Standard data structure for balanced disk search.,Hard
537,Database,Indexing_Hash,Using hash functions for quick equality lookups.,Intermediate
538,Database,ClusteredIndex,Physically reorders the rows in a table on disk.,Hard
539,Database,NonClusteredIndex,Structure separate from data for faster searching.,Intermediate
540,Database,CompositeIndex,Index built on two or more columns of a table.,Intermediate
541,SoftEng,BlackBoxTesting,Testing functionality without seeing internal code.,Basic
542,SoftEng,WhiteBoxTesting,Testing internal logic and code structures.,Hard
543,SoftEng,GreyBoxTesting,Combination of black and white box testing methods.,Intermediate
544,SoftEng,RegressionTesting,Re-testing to ensure updates didn't break features.,Basic
545,SoftEng,UnitTesting,Testing the smallest piece of code in isolation.,Basic
546,Android,WorkManager_Chaining,Running background tasks in a specific sequence.,Hard
547,Android,InputMethodEditor,The control that lets users enter text (keyboard).,Intermediate
548,Android,SoftKeyboard,On-screen keyboard displayed by the system.,Basic
549,Android,ClipboardManager,Framework for copying and pasting data in Android.,Basic
550,Android,Toast_Duration,Length of time a toast message remains visible.,Basic
551,Database,SqlInjection,Attack that inserts malicious SQL code into queries.,Hard
552,Database,DataMasking,Hiding original data with modified content for security.,Intermediate
553,Database,DataAudit,Process of tracking database access and changes.,Intermediate
554,Database,PrivilegeEscalation,User gaining unauthorized access to higher permissions.,Hard
555,Database,Authentication,Verifying the identity of a database user.,Basic
556,SoftEng,SpiralModel,Risk-driven model for large, expensive projects.,Hard
557,SoftEng,WaterfallModel,Classic sequential model for software development.,Basic
558,SoftEng,AgileManifesto,Foundational values for iterative software work.,Basic
559,SoftEng,ScrumSprints,Time-boxed iterations for delivering software parts.,Intermediate
560,SoftEng,DailyStandup,Short meeting to discuss daily project progress.,Basic
561,Android,AppPermissions,Mechanism to protect user privacy and data access.,Basic
562,Android,RuntimePermissions,Asking for access while the app is running.,Intermediate
563,Android,PermissionGroups,Logical clusters of related app permissions.,Basic
564,Android,ScopedStorage,Privacy feature restricting access to external files.,Hard
565,Android,PrivacyDashboard,Android feature showing app data usage history.,Basic
566,Database,MongoDB_Atlas,Cloud-based managed service for NoSQL databases.,Intermediate
567,Database,BSON,Binary JSON format used by MongoDB for storage.,Hard
568,Database,Collection,Groups of documents in a NoSQL environment.,Basic
569,Database,Document,The basic unit of data in NoSQL (similar to row).,Basic
570,Database,ReplicaSet,Group of nodes that maintain the same data set.,Hard
571,SoftEng,CloudComputing,Delivery of computing services over the internet.,Basic
572,SoftEng,IaaS,Infrastructure as a Service (e.g., Virtual Machines).,Intermediate
573,SoftEng,PaaS,Platform as a Service (e.g., App Engine).,Intermediate
574,SoftEng,SaaS,Software as a Service (e.g., Google Drive).,Basic
575,SoftEng,Elasticity,Ability to scale resources up or down automatically.,Hard
576,Android,VectorAssetStudio,Tool to convert SVG/PSD files into VectorDrawables.,Basic
577,Android,LottieAnimations,Rendering Adobe After Effects animations in apps.,Intermediate
578,Android,MaterialDesign3,Google's latest design system for personalization.,Basic
579,Android,AdaptiveLayouts,UI that adjusts to phones, tablets, and foldables.,Hard
580,Android,JetpackComposeUI,Modern declarative way to build Android interfaces.,Hard
581,Database,DataLake,Central repository for all raw and structured data.,Intermediate
582,Database,DataPipeline,Series of steps to move data from source to target.,Intermediate
583,Database,DataLineage,Understanding data's path from origin to final view.,Hard
584,Database,DataGovernance,Managing the availability and security of data.,Intermediate
585,Database,Metadata,Information that describes other data in a system.,Basic
586,SoftEng,MicroservicesArchitecture,Building apps as a suite of small services.,Hard
587,SoftEng,DockerContainer,Packages code and dependencies for easy running.,Intermediate
588,SoftEng,Kubernetes_K8s,System for automating containerized app deployment.,Hard
589,SoftEng,ServerlessComputing,Running code without managing server hardware.,Intermediate
590,SoftEng,API_Gateway,Single entry point for all client requests in backend.,Hard
591,Android,ChatActivityLogic,The code handling user interaction in AI Study Buddy.,Intermediate
592,Android,TFLiteInterpreter,Running the AI model on your Samsung A05.,Hard
593,Android,ResponseMapping,Matching keywords to appropriate AI answers.,Basic
594,Android,HashMap_Storage,Using key-value pairs for fast local data lookup.,Intermediate
595,Android,UserFeedbackUI,Interface for users to rate AI responses.,Basic
596,Database,FirebaseRealtimeDB,Cloud NoSQL database that syncs data in real-time.,Basic
597,Database,Firestore,Flexible, scalable NoSQL cloud database for apps.,Intermediate
598,SoftEng,FinalYearProject,The capstone project for computer science degree.,Basic
599,SoftEng,VIVA_Presentation,Oral exam to defend the project before teachers.,Basic
600,SoftEng,ProjectDocumentation,Detailed report covering all phases of development.,Basic
601,Android,ViewPropertyAnimator,API for simple and efficient view animations.,Intermediate
602,Android,ObjectAnimator,Animates a specific property of an object over time.,Hard
603,Android,Interpolator,Defines the rate of change for an animation (speed).,Intermediate
604,Android,TransitionManager,Automates UI changes between different layouts.,Hard
605,Android,VectorDrawableAnimation,Making icons move using AnimatedVectorDrawable.,Hard
606,Database,DataSovereignty,Concept that data is subject to laws of its country.,Hard
607,Database,DataAnonymization,Removing PII so individuals cannot be identified.,Intermediate
608,Database,Pseudonymization,Replacing private identifiers with fake names.,Hard
609,Database,GDPR_Compliance,Rules for protecting user data privacy in software.,Hard
610,Database,DataRetentionPolicy,How long an organization keeps specific data.,Basic
611,SoftEng,UserExperience_UX,The overall feeling a user has while using the app.,Basic
612,SoftEng,UserInterface_UI,The visual elements users interact with in the app.,Basic
613,SoftEng,Wireframe,A low-fidelity visual guide of the app's layout.,Basic
614,SoftEng,HighFidelityMockup,A detailed and realistic preview of the final UI.,Intermediate
615,SoftEng,UsabilityHeuristics,Broad rules of thumb for good interface design.,Hard
616,Android,WorkManagerBackoff,Policy for retrying failed background tasks.,Hard
617,Android,ExpeditedJob,Task that needs to run immediately in background.,Intermediate
618,Android,ConstraintLayoutChains,Grouping views together horizontally or vertically.,Intermediate
619,Android,ConstraintLayoutGuideline,Invisible line used to align UI components.,Basic
620,Android,ConstraintLayoutBarrier,Virtual view that moves based on other views.,Hard
621,Database,ColumnLevelSecurity,Restricting access to specific columns in a table.,Hard
622,Database,RowLevelSecurity,Restricting access to specific rows based on user.,Hard
623,Database,TransparentDataEncryption,Encrypting the entire database file automatically.,Hard
624,Database,SaltedHashing,Adding random data to passwords before hashing.,Hard
625,Database,SQLInjectionPrevention,Using prepared statements to block malicious code.,Intermediate
626,SoftEng,FunctionalTesting,Verifying the app does exactly what it is told.,Basic
627,SoftEng,PerformanceTesting,Checking if app is fast under heavy user load.,Intermediate
628,SoftEng,ScalabilityTesting,Testing if app can handle 1 million users.,Hard
629,SoftEng,SecurityAuditing,Checking for vulnerabilities in the code and DB.,Hard
630,SoftEng,ComplianceTesting,Checking if app follows industry legal standards.,Intermediate
631,Android,AppWidgets,Small app views that live on the home screen.,Basic
632,Android,RemoteViews,Hierarchy of views that can be displayed in another process.,Hard
633,Android,ShortcutManager,Creating custom shortcuts for the app icon.,Intermediate
634,Android,DynamicShortcuts,Shortcuts that change based on user behavior.,Hard
635,Android,PinItemRequest,Asking user to add a shortcut to home screen.,Intermediate
636,Database,Normalization_DKNF,Domain-Key Normal Form for ultimate data integrity.,Hard
637,Database,DatabaseTuning,Optimizing DB settings for maximum performance.,Hard
638,Database,BufferPool,Memory area where database pages are cached.,Intermediate
639,Database,WriteAheadLogging,Recording changes in log before writing to DB.,Hard
640,Database,LogFileRotation,Managing log file sizes to prevent disk overflow.,Basic
641,SoftEng,AgileScrumMaster,The person who facilitates the scrum process.,Basic
642,SoftEng,ProductBacklog,A prioritized list of features for the app.,Basic
643,SoftEng,SprintRetrospective,Meeting to improve the next development cycle.,Intermediate
644,SoftEng,VelocityChart,Graph showing how much work team finishes in sprint.,Intermediate
645,SoftEng,BurndownChart,Graph showing work remaining vs time available.,Basic
646,Android,TFLiteQuantization,Reducing model size for faster mobile execution.,Hard
647,Android,GPUDelegate,Using mobile GPU to speed up AI processing.,Hard
648,Android,EdgeComputing,Processing data on the device instead of cloud.,Intermediate
649,Android,ModelOptimization,Fine-tuning AI models for low-end hardware.,Hard
650,Android,FeatureExtraction,Identifying key pieces of data in a user query.,Intermediate
651,Database,RelationalSchema,The logical mapping of a relational database.,Basic
652,Database,DataDictionary,Repository for all database object definitions.,Basic
653,Database,EntityRelationshipModel,Visualizing how data entities are connected.,Intermediate
654,Database,StrongEntity,Entity that exists independently of others.,Basic
655,Database,WeakEntity,Entity that depends on another for its existence.,Intermediate
656,SoftEng,SoftwareArchitecture,The high-level structure of a software system.,Hard
657,SoftEng,MonolithicArchitecture,All code in one big, single application unit.,Basic
658,SoftEng,MicroservicesArchitecture,Dividing app into many small independent services.,Hard
659,SoftEng,LayeredArchitecture,Separating UI, Business Logic, and Data layers.,Intermediate
660,SoftEng,EventDrivenArchitecture,App flow triggered by specific system events.,Hard
661,Android,DarkThemeSupport,Adapting UI colors for night mode usage.,Basic
662,Android,EdgeToEdge,Rendering app content behind system bars.,Intermediate
663,Android,WindowInsets,Handling screen cutouts and notch areas in UI.,Hard
664,Android,MaterialComponents,Standardized UI elements for Android apps.,Basic
665,Android,DynamicColor,UI colors that change based on user wallpaper.,Intermediate
666,Database,DataPartitioning,Breaking large tables into smaller physical parts.,Hard
667,Database,HorizontalSharding,Storing different rows on different servers.,Hard
668,Database,VerticalSharding,Storing different columns on different servers.,Intermediate
669,Database,ReadReplica,Copy of DB used only for reading data quickly.,Intermediate
670,Database,FailoverCluster,Backup server that takes over if primary fails.,Hard
671,SoftEng,UnitTesting,Testing individual functions or classes alone.,Basic
672,SoftEng,IntegrationTesting,Testing how different modules work together.,Intermediate
673,SoftEng,SystemTesting,Testing the entire app from start to finish.,Intermediate
674,SoftEng,AcceptanceTesting,Ensuring app meets all user requirements.,Basic
675,SoftEng,RegressionTesting,Checking that new code didn't break old features.,Basic
676,Android,AssetPackaging,Including fonts and local DBs in the APK file.,Basic
677,Android,ProGuardRules,Configuration to keep specific code from shrinking.,Hard
678,Android,R8Compiler,The modern tool that shrinks and optimizes code.,Hard
679,Android,DexFile,The compiled Dalvik Executable file for Android.,Hard
680,Android,MultiDex,Allowing apps to have more than 65k methods.,Intermediate
681,Database,CursorObject,Pointer used to fetch data row by row in SQL.,Intermediate
682,Database,CommonTableExpression,Temporary result set for complex queries.,Hard
683,Database,WindowFunction,Performing calculations across a set of rows.,Hard
684,Database,RecursiveQuery,A query that references itself to find patterns.,Hard
685,Database,Subquery,A query nested inside another SQL query.,Basic
686,Artificial Intelligence,NeuralNetwork,A system modeled on the human brain for pattern recognition.,Hard
687,Artificial Intelligence,Heuristics,Strategies used to find solutions faster by sacrificing perfection.,Intermediate
688,Machine Learning,Supervised,Learning from a labeled dataset with known input-output pairs.,Basic
689,Machine Learning,Regression,A method to predict a continuous value based on input variables.,Intermediate
690,Machine Learning,Clustering,Grouping similar data points together without pre-defined labels.,Hard
691,Android,LifecycleObserver,Class that monitors activity state changes.,Hard
692,Android,ProcessLifecycle,Managing app state when it is in background.,Intermediate
693,Android,ConfigurationChange,Handling screen rotations and language shifts.,Intermediate
694,Android,SavedStateHandle,Storing UI data during system-initiated restarts.,Hard
695,Android,ViewModelFactory,Creating ViewModels with custom constructors.,Hard
696,Database,CloudSQL,Managed relational database service in the cloud.,Intermediate
697,Database,BigQuery,Google's warehouse for massive data analysis.,Hard
698,Database,FirebaseRules,Security scripts to control DB access in apps.,Intermediate
699,Database,NoSQLDocument,JSON-like data structure in modern databases.,Basic
700,SoftEng,Success,The feeling of completing a 700-line dataset!,Basic
